,0,1
597,Lupron Depot,/lupron.html
598,Lurasidone,/mtm/lurasidone.html
599,Luxiq,/mtm/luxiq.html
600,Lyrica,/lyrica.html
601,Lyumjev,/lyumjev.html
602,Macrobid,/macrobid.html
603,Magnesium oxide,/mtm/magnesium-oxide.html
604,Magnesium sulfate,/mtm/magnesium-sulfate.html
605,Mavenclad,/mavenclad.html
606,Mavyret,/mavyret.html
607,Mayzent,/mayzent.html
608,Meclizine,/meclizine.html
609,Medrol,/mtm/medrol.html
610,Megestrol,/mtm/megestrol.html
611,Melatonin,/melatonin.html
612,Meloxicam,/meloxicam.html
613,Memantine,/memantine.html
614,Meropenem,/mtm/meropenem.html
615,Mesalamine,/mesalamine.html
616,Metformin,/metformin.html
617,Methadone,/methadone.html
618,Methimazole,/mtm/methimazole.html
619,Methocarbamol,/methocarbamol.html
620,Methotrexate,/methotrexate.html
621,Methylphenidate,/methylphenidate.html
622,Methylprednisolone,/methylprednisolone.html
623,Metoclopramide,/metoclopramide.html
624,Metolazone,/mtm/metolazone.html
625,Metoprolol,/metoprolol.html
626,Metoprolol Succinate,/pro/metoprolol-succinate.html
627,Metronidazole,/metronidazole.html
628,Midazolam,/mtm/midazolam.html
629,Midodrine,/mtm/midodrine.html
630,Minoxidil,/minoxidil.html
631,Mirabegron,/mtm/mirabegron.html
632,MiraLAX,/miralax.html
633,Mirtazapine,/mirtazapine.html
634,Mobic,/mobic.html
635,Modafinil,/mtm/modafinil.html
636,Montelukast,/montelukast.html
637,Morphine,/morphine.html
638,Motrin,/pro/motrin.html
639,Mounjaro,/mounjaro.html
640,Moxifloxacin,/monograph/moxifloxacin.html
641,Mucinex,/mucinex.html
642,Mupirocin,/pro/mupirocin.html
643,Mycapssa,/mycapssa.html
644,Mycophenolate mofetil,/cons/mycophenolate-mofetil.html
645,Myfembree,/myfembree.html
646,Mylotarg,/mylotarg.html
647,Myrbetriq,/myrbetriq.html
648,Nabumetone,/mtm/nabumetone.html
649,NAC,/mtm/nac.html
650,Nadolol,/mtm/nadolol.html
651,Naloxone,/naloxone.html
652,Naltrexone,/naltrexone.html
653,Namenda,/namenda.html
654,Naprosyn,/naprosyn.html
655,Naproxen,/naproxen.html
656,Narcan,/narcan.html
657,Nateglinide,/mtm/nateglinide.html
658,Nayzilam,/nayzilam.html
659,Nebivolol,/mtm/nebivolol.html
660,Neomycin,/mtm/neomycin.html
661,Neosporin,/cons/neosporin.html
662,Nerlynx,/nerlynx.html
663,Neupro,/neupro.html
664,Neurontin,/neurontin.html
665,Nexium,/nexium.html
666,Nexletol,/nexletol.html
667,Nexlizet,/nexlizet.html
668,Nexplanon,/nexplanon.html
669,Niacin,/niacin.html
670,Nicardipine,/pro/nicardipine.html
671,Nicotine,/monograph/nicotine.html
672,Nifedipine,/nifedipine.html
673,Nilandron,/mtm/nilandron.html
674,Nilutamide,/mtm/nilutamide.html
675,Ninlaro,/ninlaro.html
676,Nitazoxanide,/mtm/nitazoxanide.html
677,Nitrofurantoin,/nitrofurantoin.html
678,Nitroglycerin,/monograph/nitroglycerin.html
679,Nitrostat,/nitrostat.html
680,Nivolumab,/nivolumab.html
681,Norco,/norco.html
682,Norepinephrine,/mtm/norepinephrine.html
683,Norethindrone,/mtm/norethindrone.html
684,Norflex,/mtm/norflex.html
685,Nortriptyline,/nortriptyline.html
686,Norvasc,/norvasc.html
687,Nourianz,/nourianz.html
688,Novolin N,/mtm/novolin-n.html
689,NovoLog,/novolog.html
690,NP Thyroid,/mtm/np-thyroid.html
691,NPlate,/nplate.html
692,Nubeqa,/nubeqa.html
693,Nurtec ODT,/nurtec-odt.html
694,NuvaRing,/nuvaring.html
695,Nuvigil,/nuvigil.html
696,Nystatin,/mtm/nystatin.html
697,Nystatin topical,/mtm/nystatin-topical.html
698,Ocella,/mtm/ocella.html
699,Ocrevus,/ocrevus.html
700,Octreotide,/pro/octreotide.html
701,Ofev,/ofev.html
702,Ofloxacin,/mtm/ofloxacin.html
703,Ofloxacin ophthalmic,/mtm/ofloxacin-ophthalmic.html
704,Ofloxacin otic,/mtm/ofloxacin-otic.html
705,Ojjaara,/ojjaara.html
706,Olanzapine,/olanzapine.html
707,Olaparib,/olaparib.html
708,Olmesartan,/mtm/olmesartan.html
709,Olopatadine,/monograph/olopatadine.html
710,Olopatadine nasal,/mtm/olopatadine-nasal.html
711,Olopatadine ophthalmic,/mtm/olopatadine-ophthalmic.html
712,Olumiant,/olumiant.html
713,Olux,/mtm/olux.html
714,Omalizumab,/omalizumab.html
715,Omega-3,/mtm/omega-3.html
716,Omega-3 Fish Oil,/mtm/omega-3-fish-oil.html
717,Omeprazole,/omeprazole.html
718,Omnicef,/omnicef.html
719,Ondansetron,/ondansetron.html
720,Onfi,/onfi.html
721,Ongentys,/ongentys.html
722,Onureg,/onureg.html
723,Opdivo,/opdivo.html
724,Opill,/opill.html
725,Opzelura,/opzelura.html
726,Orencia,/orencia.html
727,Orgovyx,/orgovyx.html
728,Oriahnn,/oriahnn.html
729,Orladeyo,/orladeyo.html
730,Orlistat,/orlistat.html
731,Orphenadrine,/mtm/orphenadrine.html
732,Oseltamivir,/oseltamivir.html
733,Osimertinib,/mtm/osimertinib.html
734,Otezla,/otezla.html
735,Oxaliplatin,/oxaliplatin.html
736,Oxazepam,/mtm/oxazepam.html
737,Oxcarbazepine,/mtm/oxcarbazepine.html
738,Oxtella XR,/oxtellar-xr.html
739,Oxybutynin,/oxybutynin.html
740,Oxycodone,/oxycodone.html
741,Oxycontin,/oxycontin.html
742,Oxygen,/pro/oxygen.html
743,Oxymetazoline,/monograph/oxymetazoline.html
744,Oxymetazoline nasal,/mtm/oxymetazoline-nasal.html
745,Oxytocin,/mtm/oxytocin.html
746,Ozanimod,/ozanimod.html
747,Ozempic,/ozempic.html
748,Pantoprazole,/pantoprazole.html
749,Paracetamol,/paracetamol.html
750,Paragard,/paragard.html
751,Paroxetine,/paroxetine.html
752,Paxil,/paxil.html
753,Paxlovid,/paxlovid.html
754,Pentasa,/pentasa.html
755,Pepcid,/pepcid.html
756,Percocet,/percocet.html
757,Phenazopyridine,/mtm/phenazopyridine.html
758,Phenergan,/phenergan.html
759,Phenobarbital,/mtm/phenobarbital.html
760,Phentermine,/phentermine.html
761,Phenylephrine,/phenylephrine.html
762,Phenytoin,/phenytoin.html
763,Phexxi,/phexxi.html
764,Pioglitazone,/mtm/pioglitazone.html
765,Piperacillin and tazobactam,/mtm/piperacillin-and-tazobactam.html
766,Plan B,/plan-b.html
767,Plaquenil,/plaquenil.html
768,Plavix,/plavix.html
769,Polyethylene glycol 3350,/mtm/polyethylene-glycol-3350.html
770,Potassium Chloride,/potassium_chloride.html
771,Pradaxa,/pradaxa.html
772,Praluent,/praluent.html
773,Pramipexole,/mtm/pramipexole.html
774,Pravastatin,/pravastatin.html
775,Prazosin,/mtm/prazosin.html
776,Prednisolone,/prednisolone.html
777,Prednisone,/prednisone.html
778,Pregabalin,/pregabalin.html
779,Premarin,/premarin.html
780,Prilosec,/prilosec.html
781,Primidone,/mtm/primidone.html
782,Pristiq,/pristiq.html
783,Probuphine,/probuphine.html
784,Prochlorperazine,/pro/prochlorperazine.html
785,Progesterone,/progesterone.html
786,Prolia,/prolia.html
787,Promacta,/promacta.html
788,Promethazine,/promethazine.html
789,Propranolol,/propranolol.html
790,Proscar,/proscar.html
791,Protonix,/protonix.html
792,Provenge,/provenge.html
793,Provigil,/provigil.html
794,Prozac,/prozac.html
795,Pseudoephedrine,/pseudoephedrine.html
796,Pyridium,/pyridium.html
797,Qalsody,/qalsody.html
798,Qbrelis,/mtm/qbrelis.html
799,Qbrexza,/cons/qbrexza.html
800,Qelbree,/qelbree.html
801,Qinlock,/qinlock.html
802,Qlosi,/qlosi.html
803,QNASL,/qnasl.html
804,Qsymia,/qsymia.html
805,Qualaquin,/mtm/qualaquin.html
806,Quassia,/npp/quassia.html
807,Quazepam,/mtm/quazepam.html
808,Quercetin,/npc/quercetin.html
809,Questran,/mtm/questran.html
810,Questran Light,/mtm/questran-light.html
811,Quetiapine,/quetiapine.html
812,QuilliChew ER,/quillichew-er.html
813,Quillivant XR,/quillivant-xr.html
814,Quinapril,/mtm/quinapril.html
815,Quinidine,/mtm/quinidine.html
816,Quinine,/mtm/quinine.html
817,Quizartinib,/mtm/quizartinib.html
818,Qulipta,/qulipta.html
819,Qutenza,/qutenza.html
820,Quviviq,/quviviq.html
821,Qvar,/cons/qvar.html
822,Qvar Redihaler,/mtm/qvar-redihaler.html
823,Rabeprazole,/mtm/rabeprazole.html
824,Raloxifene,/mtm/raloxifene.html
825,Ramelteon,/mtm/ramelteon.html
826,Ramipril,/ramipril.html
827,Ranexa,/ranexa.html
828,Ranitidine,/ranitidine.html
829,Ranolazine,/mtm/ranolazine.html
830,Rapamune,/rapamune.html
831,Rebif,/rebif.html
832,Reclast,/reclast.html
833,Reglan,/reglan.html
834,Relafen,/relafen.html
835,Relugolix,/relugolix.html
836,Remdesivir,/mtm/remdesivir.html
837,Remeron,/remeron.html
838,Remicade,/remicade.html
839,Renflexis,/renflexis.html
840,Renvela,/renvela.html
841,Repaglinide,/mtm/repaglinide.html
842,Repatha,/repatha.html
843,Requip,/requip.html
844,Restasis,/restasis.html
845,Restoril,/restoril.html
846,Retevmo,/retevmo.html
847,Revlimid,/revlimid.html
848,Rexulti,/rexulti.html
849,Reyvow,/reyvow.html
850,Rifampin,/mtm/rifampin.html
851,Rifaximin,/mtm/rifaximin.html
852,Rimegepant,/rimegepant.html
853,Rinvoq,/rinvoq.html
854,Risdiplam,/mtm/risdiplam.html
855,Risperdal,/risperdal.html
856,Risperidone,/risperidone.html
857,Ritalin,/ritalin.html
858,Rituxan,/rituxan.html
859,Rituxan Hycela,/rituxan-hycela.html
860,Rituximab,/rituximab.html
861,Rivaroxaban,/mtm/rivaroxaban.html
862,Rivastigmine,/mtm/rivastigmine.html
863,Rizatriptan,/mtm/rizatriptan.html
864,Robaxin,/robaxin.html
865,Robitussin,/robitussin.html
866,Rocephin,/rocephin.html
867,Roflumilast,/mtm/roflumilast.html
868,Ropinirole,/mtm/ropinirole.html
869,Rosuvastatin,/rosuvastatin.html
870,Rowasa,/rowasa.html
871,Ruconest,/ruconest.html
872,Rybelsus,/rybelsus.html
873,Rydapt,/rydapt.html
874,Rytary,/rytary.html
875,Sabril,/sabril.html
876,Sacubitril and valsartan,/mtm/sacubitril-and-valsartan.html
877,Salbutamol,/salbutamol.html
878,Sandostatin,/sandostatin.html
879,Saphnelo,/saphnelo.html
880,Saxenda,/saxenda.html
881,Scopolamine,/cons/scopolamine.html
882,Semaglutide,/semaglutide.html
883,Senna,/senna.html
884,Senokot,/mtm/senokot.html
885,Sernivo,/sernivo.html
886,Seroquel,/seroquel.html
887,Sertraline,/sertraline.html
888,Sevelamer,/mtm/sevelamer.html
889,Shingrix,/shingrix.html
890,Sildenafil,/sildenafil.html
891,Silodosin,/mtm/silodosin.html
892,Simethicone,/mtm/simethicone.html
893,Simponi,/simponi.html
894,Simvastatin,/simvastatin.html
895,Sinemet,/sinemet.html
896,Singulair,/singulair.html
897,Sitagliptin,/mtm/sitagliptin.html
898,Skyrizi,/skyrizi.html
899,Sodium bicarbonate,/mtm/sodium-bicarbonate.html
900,Sodium Chloride,/monograph/sodium-chloride.html
901,Sofosbuvir,/sofosbuvir.html
902,Solifenacin,/mtm/solifenacin.html
903,Soliqua,/soliqua.html
904,Soliris,/soliris.html
905,SoluMEDROL,/cons/solumedrol.html
906,Soma,/soma.html
907,Somatuline Depot,/somatuline-depot.html
908,Somavert,/somavert.html
909,Sotalol,/sotalol.html
910,Sovaldi,/sovaldi.html
911,Spinraza,/spinraza.html
912,Spiriva,/spiriva.html
913,Spironolactone,/spironolactone.html
914,Sprycel,/sprycel.html
915,Stelara,/stelara.html
916,Stiolto Respimat,/stiolto-respimat.html
917,Strattera,/strattera.html
918,Stribild,/stribild.html
919,Sublocade,/sublocade.html
920,Suboxone,/suboxone.html
921,Sucralfate,/mtm/sucralfate.html
922,Sudafed,/sudafed.html
923,Sulfamethoxazole and trimethoprim,/mtm/sulfamethoxazole-and-trimethoprim.html
924,Sulfasalazine,/sulfasalazine.html
925,Sumatriptan,/pro/sumatriptan.html
926,Sunosi,/sunosi.html
927,Supprelin LA,/cdi/supprelin-la.html
928,Sutent,/sutent.html
929,Syfovre,/syfovre.html
930,Symbicort,/symbicort.html
931,Sympazan,/sympazan.html
932,Synjardy,/synjardy.html
933,Synthroid,/synthroid.html
934,Tacrolimus,/pro/tacrolimus.html
935,Tadalafil,/tadalafil.html
936,Takhzyro,/takhzyro.html
937,Taltz,/taltz.html
938,Tamiflu,/tamiflu.html
939,Tamoxifen,/tamoxifen.html
940,Tamsulosin,/tamsulosin.html
941,Tazarotene,/tazarotene-topical.html
942,Tazorac,/tazorac.html
943,Tecartus,/tecartus.html
944,Tecentriq,/tecentriq.html
945,Tecfidera,/tecfidera.html
946,Tecvayli,/tecvayli.html
947,Tegretol,/tegretol.html
948,Telmisartan,/mtm/telmisartan.html
949,Temazepam,/temazepam.html
950,Temovate,/mtm/temovate.html
951,Tenormin,/tenormin.html
952,Tepezza,/tepezza.html
953,Terazosin,/terazosin.html
954,Terbinafine,/mtm/terbinafine.html
955,Testosterone,/testosterone.html
956,Tetracycline,/tetracycline.html
957,Theophylline,/mtm/theophylline.html
958,Thiamine,/mtm/thiamine.html
959,Tibsovo,/tibsovo.html
960,Timolol,/mtm/timolol.html
961,Tiotropium,/cons/tiotropium.html
962,Tirzepatide,/tirzepatide.html
963,Tizanidine,/tizanidine.html
964,Tolterodine,/mtm/tolterodine.html
965,Topamax,/topamax.html
966,Topiramate,/mtm/topiramate.html
967,Toprol XL,/toprol.html
968,Toradol,/toradol.html
969,Torsemide,/mtm/torsemide.html
970,Toujeo,/toujeo.html
971,Tradjenta,/tradjenta.html
972,Tramadol,/tramadol.html
973,Tranexamic acid,/mtm/tranexamic-acid.html
974,Trazodone,/trazodone.html
975,Treanda,/treanda.html
976,Trelegy Ellipta,/trelegy-ellipta.html
977,Trelstar,/trelstar.html
978,Tremfya,/tremfya.html
979,Tresiba,/pro/tresiba.html
980,Tretinoin,/tretinoin.html
981,Triamcinolone,/triamcinolone.html
982,Triamterene,/triamterene.html
983,Trileptal,/trileptal.html
984,Trimethoprim,/mtm/trimethoprim.html
985,Trintellix,/trintellix.html
986,Triptorelin,/triptorelin.html
987,Triumeq,/triumeq.html
988,Trokendi XR,/trokendi-xr.html
989,Trulicity,/pro/trulicity.html
990,Truqap,/truqap.html
991,Truxima,/truxima.html
992,Twirla,/twirla.html
993,Tylenol,/tylenol.html
994,Tyrvaya,/tyrvaya.html
995,Tysabri,/tysabri.html
996,Ubiquinone,/npp/ubiquinone.html
997,Ubrelvy,/ubrelvy.html
998,Ubrogepant,/ubrogepant.html
999,Uceris,/uceris.html
1000,Udenyca,/mtm/udenyca.html
1001,Ulipristal,/mtm/ulipristal.html
1002,Uloric,/uloric.html
1003,Ultomiris,/ultomiris.html
1004,Ultracet,/ultracet.html
1005,Ultram,/ultram.html
1006,Ultram ER,/mtm/ultram-er.html
1007,Ultravate,/mtm/ultravate.html
1008,Umeclidinium,/mtm/umeclidinium.html
1009,Umeclidinium and vilanterol,/mtm/umeclidinium-and-vilanterol.html
1010,Unasyn,/mtm/unasyn.html
1011,Undecylenic acid,/cons/undecylenic-acid.html
1012,Unisom,/mtm/unisom.html
1013,Unisom Sleep Gels,/mtm/unisom-sleep-gels.html
1014,Unithroid,/cons/unithroid.html
1015,Up and Up Anti-Diarrheal Solution,/pro/up-and-up-anti-diarrheal-solution.html
1016,Upadacitinib,/upadacitinib.html
1017,Uplizna,/uplizna.html
1018,Upneeq,/mtm/upneeq.html
1019,Uptravi,/uptravi.html
1020,Urea,/cons/urea.html
1021,Urea Cream,/pro/urea-cream.html
1022,Urea topical,/mtm/urea-topical.html
1023,Urecholine,/mtm/urecholine.html
1024,Uribel,/mtm/uribel.html
1025,Urispas,/mtm/urispas.html
1026,Uro-MP,/mtm/uro-mp.html
1027,Urocit-K,/mtm/urocit-k.html
1028,Urogesic-Blue,/mtm/urogesic-blue.html
1029,Urokinase,/mtm/urokinase.html
1030,Uroxatral,/uroxatral.html
1031,Urso,/cons/urso.html
1032,Ursodiol,/mtm/ursodiol.html
1033,Ustekinumab,/ustekinumab.html
1034,Uva Ursi,/npp/uva-ursi.html
1035,Uzedy,/uzedy.html
1036,Valacyclovir,/valacyclovir.html
1037,Valcyte,/mtm/valcyte.html
1038,Valium,/valium.html
1039,Valproate Sodium,/mtm/valproate-sodium.html
1040,Valproic acid,/mtm/valproic-acid.html
1041,Valsartan,/valsartan.html
1042,Valtoco,/valtoco.html
1043,Valtrex,/valtrex.html
1044,Vancomycin,/vancomycin.html
1045,Vanos,/mtm/vanos.html
1046,Varenicline,/varenicline.html
1047,Vascepa,/vascepa.html
1048,Velcade,/velcade.html
1049,Venclexta,/venclexta.html
1050,Venlafaxine,/venlafaxine.html
1051,Venofer,/venofer.html
1052,Ventolin,/pro/ventolin.html
1053,Ventolin HFA,/ventolin.html
1054,Veozah,/veozah.html
1055,Verapamil,/verapamil.html
1056,Versed,/mtm/versed.html
1057,Verzenio,/verzenio.html
1058,VESIcare,/vesicare.html
1059,Viagra,/viagra.html
1060,Vibramycin,/pro/vibramycin.html
1061,Vicodin,/vicodin.html
1062,Victoza,/victoza.html
1063,Viibryd,/viibryd.html
1064,Vilazodone,/mtm/vilazodone.html
1065,Vimpat,/vimpat.html
1066,Vincristine,/mtm/vincristine.html
1067,Vistaril,/vistaril.html
1068,Vitamin B12,/monograph/vitamin-b12.html
1069,Vitamin C,/mtm/vitamin-c.html
1070,Vitamin D,/vitamin-d.html
1071,Vitamin D3,/mtm/vitamin-d3.html
1072,Vitamin E,/vitamin_e.html
1073,Vivitrol,/vivitrol.html
1074,Voltaren,/voltaren.html
1075,Voltaren Arthritis Pain Gel,/voltaren-gel.html
1076,Vonjo,/vonjo.html
1077,Voquezna,/voquezna.html
1078,Voriconazole,/pro/voriconazole.html
1079,Vortioxetine,/vortioxetine.html
1080,Vosevi,/vosevi.html
1081,Votrient,/votrient.html
1082,Voydeya,/voydeya.html
1083,Vraylar,/vraylar.html
1084,Vyepti,/vyepti.html
1085,Vyndamax,/vyndamax.html
1086,Vyvanse,/vyvanse.html
1087,Wakix,/wakix.html
1088,Warfarin,/warfarin.html
1089,Wart Remover,/mtm/wart-remover.html
1090,Wart Stick,/mtm/wart-stick.html
1091,Water for Injection,/pro/water-for-injection.html
1092,Wegovy,/wegovy.html
1093,Welchol,/mtm/welchol.html
1094,Welireg,/welireg.html
1095,Wellbutrin,/wellbutrin.html
1096,Wellbutrin SR,/mtm/wellbutrin-sr.html
1097,Wellbutrin XL,/mtm/wellbutrin-xl.html
1098,Westcort,/pro/westcort.html
1099,Westhroid,/mtm/westhroid.html
1100,Wezlana,/wezlana.html
1101,White Mulberry,/npp/white-mulberry.html
1102,Willow Bark,/npp/willow-bark.html
1103,Winlevi,/winlevi.html
1104,Winrevair,/winrevair.html
1105,WinRho,/pro/winrho.html
1106,Wintergreen,/npp/wintergreen.html
1107,Witch Hazel,/npp/witch-hazel.html
1108,Witch hazel topical,/mtm/witch-hazel-topical.html
1109,Wixela Inhub,/pro/wixela-inhub.html
1110,Wormwood,/npp/wormwood.html
1111,WP Thyroid,/mtm/wp-thyroid.html
1112,Wynzora,/wynzora.html
1113,Xaciato,/cons/xaciato.html
1114,Xadago,/xadago.html
1115,Xalatan,/xalatan.html
1116,Xanax,/xanax.html
1117,Xanax XR,/xanax_xr.html
1118,Xarelto,/xarelto.html
1119,Xcopri,/xcopri.html
1120,Xeljanz,/xeljanz.html
1121,Xeloda,/xeloda.html
1122,Xelstrym,/xelstrym.html
1123,Xembify,/pro/xembify.html
1124,Xenazine,/xenazine.html
1125,Xenical,/xenical.html
1126,Xeomin,/xeomin.html
1127,Xerava,/mtm/xerava.html
1128,Xermelo,/xermelo.html
1129,Xgeva,/xgeva.html
1130,Xhance,/pro/xhance.html
1131,Xiaflex,/xiaflex.html
1132,Xifaxan,/xifaxan.html
1133,Xigduo XR,/xigduo-xr.html
1134,Xiidra,/xiidra.html
1135,Xofigo,/xofigo.html
1136,Xofluza,/xofluza.html
1137,Xolair,/xolair.html
1138,Xopenex,/xopenex.html
1139,Xopenex HFA,/mtm/xopenex-hfa.html
1140,Xospata,/xospata.html
1141,Xphozah,/xphozah.html
1142,Xtampza ER,/xtampza-er.html
1143,Xtandi,/xtandi.html
1144,Xulane,/xulane.html
1145,Xultophy,/xultophy.html
1146,Xylitol,/npp/xylitol.html
1147,Xylocaine,/pro/xylocaine.html
1148,Xylocaine Jelly,/pro/xylocaine-jelly.html
1149,Xyosted,/xyosted.html
1150,Xyrem,/xyrem.html
1151,Xywav,/xywav.html
1152,Xyzal,/xyzal.html
1153,Y-90 Zevalin,/mtm/y-90-zevalin.html
1154,Yasmin,/yasmin.html
1155,Yaz,/yaz.html
1156,Ycanth,/ycanth.html
1157,Yellow fever vaccine,/mtm/yellow-fever-vaccine.html
1158,Yerba Santa,/npp/yerba-santa.html
1159,Yervoy,/yervoy.html
1160,Yescarta,/yescarta.html
1161,Yimmugo,/yimmugo.html
1162,Yohimbe,/npc/yohimbe.html
1163,Yohimbine,/cons/yohimbine.html
1164,Yondelis,/yondelis.html
1165,Yonsa,/mtm/yonsa.html
1166,Yorvipath,/yorvipath.html
1167,Yuflyma,/yuflyma.html
1168,Yupelri,/yupelri.html
1169,Yusimry,/yusimry.html
1170,Yuvafem,/pro/yuvafem.html
1171,Zaleplon,/mtm/zaleplon.html
1172,Zanaflex,/zanaflex.html
1173,Zantac,/zantac.html
1174,Zanubrutinib,/zanubrutinib.html
1175,Zarxio,/zarxio.html
1176,Zavzpret,/zavzpret.html
1177,Zebeta,/zebeta.html
1178,Zegalogue,/zegalogue.html
1179,Zenpep,/zenpep.html
1180,Zepbound,/zepbound.html
1181,Zeposia,/zeposia.html
1182,Zestril,/zestril.html
1183,Zetia,/zetia.html
1184,Zidovudine,/pro/zidovudine.html
1185,Zilbrysq,/zilbrysq.html
1186,Zinc,/mtm/zinc.html
1187,Zinc gluconate,/mtm/zinc-gluconate.html
1188,Zinc oxide topical,/mtm/zinc-oxide-topical.html
1189,Zinc sulfate,/mtm/zinc-sulfate.html
1190,Ziprasidone,/mtm/ziprasidone.html
1191,Zithromax,/zithromax.html
1192,Zocor,/zocor.html
1193,Zofran,/zofran.html
1194,Zofran ODT,/mtm/zofran-odt.html
1195,Zoladex,/zoladex.html
1196,Zoledronic acid,/mtm/zoledronic-acid.html
1197,Zolmitriptan,/mtm/zolmitriptan.html
1198,Zoloft,/zoloft.html
1199,Zolpidem,/zolpidem.html
1200,Zometa,/zometa.html
1201,Zomig,/zomig.html
1202,Zonegran,/zonegran.html
1203,Zonisamide,/mtm/zonisamide.html
1204,Zopiclone,/zopiclone.html
1205,Zoryve,/zoryve.html
1206,Zosyn,/zosyn.html
1207,Zovirax,/zovirax.html
1208,Zydelig,/zydelig.html
1209,Zykadia,/zykadia.html
1210,Zyloprim,/cons/zyloprim.html
1211,Zyprexa,/zyprexa.html
1212,Zyrtec,/zyrtec.html
1213,Zytiga,/zytiga.html
1214,Zyvox,/zyvox.html
1215,ZzzQuil,/mtm/zzzquil.html
